image,distortion,level,param,snr_db,stage,edge_iou,corner_ratio,orb_match_ratio,line_iou,line_count_ratio,det_precision,det_recall,det_f1,det_per_class
00f89335-2ef7949d.jpg,motion_blur,2,15.0,28.178488492261224,restored,0.3864111986983476,1.0,0.372,0.2878433954672059,0.2185007974481658,0.6666666666666666,0.2352941176470588,0.3478260869565218,"{'truck': {'tp': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 8, 'fp': 4, 'fn': 22, 'precision': 0.6666666666666666, 'recall': 0.26666666666666666, 'f1': 0.3809523809523809}}"
00f89335-2ef7949d.jpg,motion_blur,3,21.0,26.71524581120004,restored,0.3007944755455733,1.0,0.282,0.22397989355411,0.1594896331738437,1.0,0.2941176470588235,0.4545454545454545,"{'truck': {'tp': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 10, 'fp': 0, 'fn': 20, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}}"
00f89335-2ef7949d.jpg,motion_blur,4,31.0,25.016715597763582,restored,0.1827437268613739,1.0,0.172,0.1693664202745512,0.1100478468899521,1.0,0.2352941176470588,0.3809523809523809,"{'truck': {'tp': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 8, 'fp': 0, 'fn': 22, 'precision': 1.0, 'recall': 0.26666666666666666, 'f1': 0.4210526315789474}}"
00f8f875-bad0295f.jpg,motion_blur,0,5.0,36.68029500108994,restored,0.8716078445099806,1.0,0.832,0.6554167507491271,0.85,0.5,0.2222222222222222,0.3076923076923076,"{'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'person': {'tp': 0, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 2, 'fp': 1, 'fn': 4, 'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444}}"
00f8f875-bad0295f.jpg,motion_blur,1,9.0,32.14232248776539,restored,0.737489084719451,1.0,0.706,0.5802060696890221,0.7067567567567568,0.6,0.3333333333333333,0.4285714285714285,"{'traffic light': {'tp': 1, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'car': {'tp': 2, 'fp': 2, 'fn': 4, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}}"
00f8f875-bad0295f.jpg,motion_blur,2,15.0,28.72919603980096,restored,0.5375181955197156,1.0,0.488,0.4174509727474755,0.3716216216216216,0.4,0.2222222222222222,0.2857142857142857,"{'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 2, 'fp': 3, 'fn': 4, 'precision': 0.4, 'recall': 0.3333333333333333, 'f1': 0.3636363636363636}}"
00f8f875-bad0295f.jpg,motion_blur,3,21.0,26.62210203395542,restored,0.4150586634047172,1.0,0.344,0.3457804420773576,0.2918918918918919,0.5,0.2222222222222222,0.3076923076923076,"{'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 2, 'fp': 2, 'fn': 4, 'precision': 0.5, 'recall': 0.3333333333333333, 'f1': 0.4}}"
00f8f875-bad0295f.jpg,motion_blur,4,31.0,24.229551832351213,restored,0.2942419026756376,1.0,0.156,0.2782383673869852,0.2108108108108108,0.6666666666666666,0.2222222222222222,0.3333333333333333,"{'traffic light': {'tp': 0, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'car': {'tp': 2, 'fp': 1, 'fn': 4, 'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444}}"
00fba75b-5d18da26.jpg,motion_blur,0,5.0,34.83632844155186,restored,0.8234869667177775,1.0,0.774,0.6069477745128085,1.0478468899521531,1.0,0.4444444444444444,0.6153846153846153,"{'truck': {'tp': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'car': {'tp': 3, 'fp': 0, 'fn': 5, 'precision': 1.0, 'recall': 0.375, 'f1': 0.5454545454545454}}"
00fba75b-5d18da26.jpg,motion_blur,1,9.0,30.501424675877185,restored,0.6772180835327972,1.0,0.644,0.4920879281147959,0.8516746411483254,1.0,0.4444444444444444,0.6153846153846153,"{'truck': {'tp': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'car': {'tp': 3, 'fp': 0, 'fn': 5, 'precision': 1.0, 'recall': 0.375, 'f1': 0.5454545454545454}}"
