image,level,kernel,method,psnr,stripe_score,edge_iou,line_iou,det_f1
000d4f89-3bcbe37a.jpg,1,9,wiener_fixed,29.773123685028544,3.047681311160871,0.6502144577665947,0.5941727033784217,0.2222222222222222
000d4f89-3bcbe37a.jpg,1,9,wiener_tuned,30.197222139340603,2.312247763838689,0.6253571428571428,0.5628176207703767,0.4
000d4f89-3bcbe37a.jpg,1,9,richardson_lucy,29.23924325235811,1.879225541998541,0.4828466147454807,0.3713069257552389,0.4444444444444445
000d4f89-3bcbe37a.jpg,2,15,distorted,27.06936037767695,0.5483127843585298,0.2639497702390784,0.1392911140650843,0.25
000d4f89-3bcbe37a.jpg,2,15,wiener_fixed,24.77042800129249,4.139567271068689,0.4735384980159975,0.3693469454261457,0.25
000d4f89-3bcbe37a.jpg,2,15,wiener_tuned,27.53616847406912,1.9334416794114773,0.3682388171439266,0.2247216202077572,0.2222222222222222
000d4f89-3bcbe37a.jpg,2,15,richardson_lucy,27.430047312225675,1.5046687639233347,0.3068711240011107,0.1598957463780214,0.0
000d4f89-3bcbe37a.jpg,3,21,distorted,26.14899107779186,0.4937244159676648,0.1670216979415322,0.0988555803119303,0.0
000d4f89-3bcbe37a.jpg,3,21,wiener_fixed,21.2223876975235,4.835488011488796,0.420481950832571,0.3322736747284516,0.25
000d4f89-3bcbe37a.jpg,3,21,wiener_tuned,25.68766593217951,2.02284497132166,0.2557829559956515,0.1238406852793898,0.0
000d4f89-3bcbe37a.jpg,3,21,richardson_lucy,26.355463846608348,1.2917347325076245,0.2147764528995343,0.1204676864885097,0.0
000d4f89-3bcbe37a.jpg,4,31,distorted,24.999678472149824,0.4312974552207492,0.1073463529207081,0.0710589893295751,0.0
000d4f89-3bcbe37a.jpg,4,31,wiener_fixed,16.163924023393953,6.151908783790567,0.2915612818035739,0.2258115691990402,0.0
000d4f89-3bcbe37a.jpg,4,31,wiener_tuned,23.488310902961867,2.0179251055297547,0.1675149242308281,0.0937849346748248,0.0
000d4f89-3bcbe37a.jpg,4,31,richardson_lucy,25.06882206619437,1.0721528565758938,0.1320061353614111,0.0906983223546737,0.0
000e0252-8523a4a9.jpg,0,5,distorted,29.973048690074,0.8485815470032821,0.721089964182878,0.5586351802710553,0.4347826086956522
000e0252-8523a4a9.jpg,0,5,wiener_fixed,32.61059065089646,1.5042692416758452,0.8301744127432201,0.7147933671956835,0.5
000e0252-8523a4a9.jpg,0,5,wiener_tuned,32.61059065089646,1.5042692416758452,0.8301744127432201,0.7147933671956835,0.5
000e0252-8523a4a9.jpg,0,5,richardson_lucy,30.40193221683904,3.348335438278845,0.7441003283374187,0.6115421688666545,0.4347826086956522
000e0252-8523a4a9.jpg,1,9,distorted,26.977415282925325,0.601544467108387,0.553721602185974,0.4173126722565926,0.4166666666666667
000e0252-8523a4a9.jpg,1,9,wiener_fixed,28.98249082150757,1.8554217394055137,0.7271954090135908,0.6374793890965523,0.4545454545454545
000e0252-8523a4a9.jpg,1,9,wiener_tuned,29.00740594966883,1.4532278335547968,0.6932681265767783,0.5680800764549067,0.4166666666666667
000e0252-8523a4a9.jpg,1,9,richardson_lucy,27.273876442959345,2.570311292491337,0.564072935581303,0.4139758184941954,0.4166666666666667
000e0252-8523a4a9.jpg,2,15,distorted,24.88474556044466,0.4256915928349978,0.4146964004028679,0.3157205403584927,0.4347826086956522
000e0252-8523a4a9.jpg,2,15,wiener_fixed,24.56180925336669,2.4014893533401547,0.6554927189585663,0.579271619137632,0.4347826086956522
000e0252-8523a4a9.jpg,2,15,wiener_tuned,26.136448933918647,1.2136194454776426,0.4932709553051886,0.3559060626778815,0.4
000e0252-8523a4a9.jpg,2,15,richardson_lucy,25.066249640487943,2.0147428229404536,0.4447237308676331,0.3111225115529673,0.3809523809523809
000e0252-8523a4a9.jpg,3,21,distorted,23.68356888845851,0.3306735643562144,0.3248193040584937,0.2682691544760942,0.0
000e0252-8523a4a9.jpg,3,21,wiener_fixed,21.176433917423587,2.868907329508492,0.621340592300861,0.5625556476620306,0.4347826086956522
000e0252-8523a4a9.jpg,3,21,wiener_tuned,24.391276343814955,1.2477055264166144,0.3957725980161662,0.2734163893955159,0.3636363636363636
000e0252-8523a4a9.jpg,3,21,richardson_lucy,23.764724440332323,1.7350434846957234,0.368830074861079,0.2939208345230004,0.0
000e0252-8523a4a9.jpg,4,31,distorted,22.448844530412213,0.2567738529862719,0.2511758333997646,0.2334264657905523,0.0
000e0252-8523a4a9.jpg,4,31,wiener_fixed,16.120110954097562,3.755425251862981,0.5438696215282774,0.4505565262408594,0.0
000e0252-8523a4a9.jpg,4,31,wiener_tuned,22.45827630499295,1.19088192666917,0.2527744961157054,0.2194819873983935,0.4347826086956522
000e0252-8523a4a9.jpg,4,31,richardson_lucy,22.55141587389124,1.4514495921495385,0.2826391086770055,0.2441487087222764,0.0
000f157f-dab3a407.jpg,0,5,distorted,30.82152641317032,1.1188391534525617,0.7292644113370099,0.5483910950952887,0.5454545454545454
000f157f-dab3a407.jpg,0,5,wiener_fixed,33.722210577686255,1.664448582467246,0.8475063300981377,0.6668053375871834,0.5833333333333334
000f157f-dab3a407.jpg,0,5,wiener_tuned,33.722210577686255,1.664448582467246,0.8475063300981377,0.6668053375871834,0.5833333333333334
000f157f-dab3a407.jpg,0,5,richardson_lucy,31.35058638160764,2.9235536246698444,0.77649813176938,0.5838972135284621,0.5833333333333334
000f157f-dab3a407.jpg,1,9,distorted,27.200920282378345,0.8776684163750533,0.512917997617019,0.3610218866773431,0.4761904761904761
000f157f-dab3a407.jpg,1,9,wiener_fixed,29.87287162399372,1.998841518328845,0.7480160144077843,0.5935843009362085,0.5384615384615385
000f157f-dab3a407.jpg,1,9,wiener_tuned,29.68007658579145,1.6570560693474203,0.6987572910666641,0.5386920627602403,0.5217391304347826
000f157f-dab3a407.jpg,1,9,richardson_lucy,27.81853435618285,2.2830382968296594,0.5615106226124255,0.4044874638154823,0.5
000f157f-dab3a407.jpg,2,15,distorted,24.92519783687265,0.6803120185106374,0.3304608582628007,0.2068002466091245,0.5555555555555556
000f157f-dab3a407.jpg,2,15,wiener_fixed,25.6507453492896,2.509620357902426,0.6563666174094712,0.5230198469321572,0.6
000f157f-dab3a407.jpg,2,15,wiener_tuned,26.495742180575625,1.4068569050468231,0.4583510355815188,0.3237353227066449,0.4761904761904761
000f157f-dab3a407.jpg,2,15,richardson_lucy,25.45776747837801,1.7873756657395343,0.3777374462556423,0.2479213523472268,0.4210526315789474
000f157f-dab3a407.jpg,3,21,distorted,23.646628475731625,0.5577221493569454,0.2535420663195396,0.1690811625712123,0.5882352941176471
000f157f-dab3a407.jpg,3,21,wiener_fixed,22.44848023433743,2.916413702776625,0.5951983104736708,0.462270379829765,0.3749999999999999
000f157f-dab3a407.jpg,3,21,wiener_tuned,24.902353278768643,1.404895356673629,0.3175003498204255,0.2139163196628225,0.4210526315789474
000f157f-dab3a407.jpg,3,21,richardson_lucy,24.097253703025725,1.4797523224195608,0.2949635423885228,0.1956854136704261,0.3749999999999999
000f157f-dab3a407.jpg,4,31,distorted,22.292507150057222,0.4132110839707862,0.1766053544544086,0.1298393353187016,0.4285714285714285
000f157f-dab3a407.jpg,4,31,wiener_fixed,17.43707972235891,3.876935374298671,0.5365656098125434,0.4153144081194446,0.0
000f157f-dab3a407.jpg,4,31,wiener_tuned,22.99203802491133,1.2771995144797843,0.1791298563336399,0.1313452756854288,0.3999999999999999
000f157f-dab3a407.jpg,4,31,richardson_lucy,22.58678327819312,1.1830000458244705,0.2170009603324595,0.1744163688359728,0.3999999999999999
000f8d37-d4c09a0f.jpg,0,5,distorted,29.73114264861744,1.291599874242738,0.6985183859601488,0.5277864639710068,0.4375
000f8d37-d4c09a0f.jpg,0,5,wiener_fixed,32.34042574738834,2.1827163866477206,0.8375945406467988,0.63731853425166,0.5
000f8d37-d4c09a0f.jpg,0,5,wiener_tuned,32.34042574738834,2.1827163866477206,0.8375945406467988,0.63731853425166,0.5
000f8d37-d4c09a0f.jpg,0,5,richardson_lucy,30.53822174259034,2.869551326718625,0.7486503540629601,0.5532821690309188,0.4242424242424242
000f8d37-d4c09a0f.jpg,1,9,distorted,26.80581212541057,1.0090827702977572,0.4779350029063241,0.353065717465786,0.4999999999999999
000f8d37-d4c09a0f.jpg,1,9,wiener_fixed,28.717617245818733,2.733670110571452,0.7238959314639775,0.558476007346325,0.4848484848484849
000f8d37-d4c09a0f.jpg,1,9,wiener_tuned,28.693904496945283,2.1836040615079635,0.6712793495322039,0.5112338467351835,0.4848484848484849
000f8d37-d4c09a0f.jpg,1,9,richardson_lucy,27.425151197384025,2.238971516080615,0.5432654944627938,0.4134251661330679,0.4999999999999999
000f8d37-d4c09a0f.jpg,2,15,distorted,24.72290495925822,0.8010101602554045,0.3455663546545079,0.2534088028130201,0.32
000f8d37-d4c09a0f.jpg,2,15,wiener_fixed,24.19441684190449,3.5560780412262125,0.6179453116056429,0.474711265846285,0.4375
000f8d37-d4c09a0f.jpg,2,15,wiener_tuned,25.741278074014843,1.837019683107828,0.432894937287361,0.3170470520898998,0.4999999999999999
000f8d37-d4c09a0f.jpg,2,15,richardson_lucy,25.17417062314587,1.7707514615175368,0.3881846273631962,0.2881625734457215,0.2499999999999999
